@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R2-24,31-37,39-49'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute readability numeric
@attribute pureMSA numeric
@attribute pureEGY numeric
@attribute pureGLF numeric
@attribute pureLAV numeric
@attribute pureNOR numeric
@attribute Conjunctions numeric
@attribute typeTokenRatio numeric

@data
NOR,109.234692,0,1,0,0,3,3,0.904762
NOR,102.32571,0,2,0,1,4,3,0.904762
NOR,100.022717,0,1,0,1,4,3,0.904762
NOR,66.629308,6,0,1,0,1,0,0.809524
NOR,105.780201,0,0,1,0,4,0,0.904762
NOR,98.87122,0,2,0,0,2,2,0.904762
NOR,106.931698,0,1,0,0,1,3,0.857143
NOR,110.386188,0,1,0,1,4,2,0.904762
NOR,97.719723,0,1,0,3,6,1,1
NOR,63.174817,3,1,1,0,2,3,0.952381
NOR,80.44727,2,0,1,1,2,2,0.952381
NOR,77.849492,0,0,0,0,2,1,0.923077
NOR,88.507748,1,0,0,0,6,1,0.952381
NOR,81.598767,1,2,1,0,7,3,0.904762
NOR,86.204754,0,2,1,0,6,3,0.904762
NOR,87.356251,3,2,1,1,1,3,0.952381
NOR,42.447874,3,1,2,1,5,1,1
NOR,91.962239,0,0,0,0,1,3,0.904762
NOR,98.87122,0,0,0,1,3,3,0.952381
NOR,111.537685,0,2,0,0,4,1,0.952381
NOR,101.174214,1,0,1,0,3,2,0.904762
NOR,117.29517,0,1,1,0,2,2,0.904762
NOR,123.052654,0,1,0,0,4,1,1
NOR,98.87122,1,0,0,0,8,1,0.904762
NOR,89.659245,1,0,0,0,8,3,0.952381
NOR,83.901761,3,1,1,0,4,1,1
NOR,89.659245,5,0,0,2,5,2,0.952381
NOR,90.810742,3,0,2,1,3,1,0.952381
NOR,121.901157,3,1,0,0,2,1,1
NOR,103.477207,0,0,1,0,9,3,0.809524
NOR,106.931698,0,0,1,0,9,3,0.809524
NOR,108.083195,0,0,0,0,7,2,0.952381
NOR,102.32571,0,1,0,0,8,3,0.857143
NOR,97.719723,0,1,0,0,7,2,0.904762
NOR,87.356251,1,1,1,0,8,1,1
NOR,115.029377,0,2,0,0,4,2,1
NOR,103.477207,0,1,0,1,3,2,0.952381
NOR,89.659245,3,0,0,0,6,0,0.952381
NOR,105.780201,4,1,0,1,1,2,0.952381
NOR,104.628704,4,1,0,1,3,2,0.857143
NOR,82.750264,2,2,0,0,7,2,0.809524
NOR,82.750264,2,2,0,0,5,2,0.809524
NOR,76.99278,2,0,0,1,9,1,0.952381
NOR,42.447874,1,1,0,2,5,1,1
NOR,76.99278,1,0,1,1,1,2,1
NOR,91.962239,2,0,0,0,3,2,1
NOR,105.961339,0,0,0,0,0,1,1
NOR,96.542568,1,1,0,1,9,3,0.833333
NOR,82.750264,0,1,1,0,9,0,1
NOR,75.841283,2,0,0,1,8,1,0.857143
NOR,85.053258,1,0,0,1,4,2,0.952381
NOR,100.022717,2,0,2,0,5,2,0.904762
NOR,96.568226,3,0,2,0,6,2,0.857143
NOR,81.598767,1,0,0,0,6,2,0.952381
NOR,90.810742,0,0,1,0,5,3,0.952381
NOR,73.538289,0,1,1,0,4,2,0.952381
NOR,68.932302,3,0,0,1,5,1,0.952381
NOR,82.750264,2,0,0,3,3,2,0.857143
NOR,87.356251,2,0,1,2,3,4,0.857143
NOR,68.932302,0,2,5,1,6,2,0.952381
NOR,94.265232,0,0,1,1,6,3,0.857143
NOR,90.810742,1,0,1,0,6,4,0.761905
NOR,93.113736,2,0,0,0,8,4,0.714286
NOR,80.44727,2,0,0,0,9,3,0.761905
NOR,90.810742,2,0,0,0,9,4,0.666667
NOR,108.083195,2,0,0,0,5,4,0.761905
NOR,104.628704,1,0,0,0,4,3,0.904762
NOR,112.689182,3,0,1,0,2,3,0.904762
NOR,49.356855,3,1,1,1,3,2,0.952381
NOR,79.295773,4,1,1,1,4,3,0.952381
NOR,113.840679,1,1,0,0,7,0,0.904762
NOR,70.083798,2,1,1,1,2,4,0.857143
NOR,74.689786,3,1,1,1,4,4,0.904762
NOR,89.659245,2,1,1,1,4,5,0.857143
NOR,89.659245,1,0,1,0,8,3,0.857143
NOR,71.235295,1,0,0,1,6,1,0.952381
NOR,116.540717,1,0,0,1,5,1,1
NOR,123.052654,1,0,0,0,6,3,0.809524
NOR,127.658641,1,0,0,0,7,3,0.809524
NOR,120.74966,1,0,0,0,6,3,0.809524
NOR,102.32571,2,1,0,1,7,1,0.904762
NOR,82.750264,0,0,1,1,3,2,0.952381
NOR,95.416729,0,0,2,1,6,3,0.904762
NOR,89.659245,0,0,1,1,3,3,0.904762
NOR,98.87122,1,0,0,0,3,5,0.809524
NOR,97.719723,2,0,0,0,2,4,0.809524
NOR,78.144276,3,0,0,0,4,4,0.809524
NOR,91.962239,3,0,0,0,8,4,0.857143
NOR,78.144276,2,0,1,0,11,3,0.857143
NOR,102.32571,0,0,1,0,8,2,0.857143
NOR,103.87087,1,1,1,0,0,1,1
NOR,87.356251,2,0,1,1,0,1,1
NOR,88.507748,2,1,0,0,5,0,0.952381
NOR,124.204151,1,0,2,1,0,2,0.904762
NOR,120.74966,1,0,1,0,0,2,0.904762
NOR,124.204151,0,1,1,1,0,1,0.952381
NOR,96.568226,0,0,3,0,5,2,0.904762
NOR,103.477207,1,1,1,1,1,1,0.904762
NOR,100.022717,2,0,1,0,4,1,0.857143
NOR,86.204754,0,1,2,0,6,1,0.904762
NOR,74.689786,1,4,0,0,9,2,0.952381
NOR,82.750264,1,4,0,0,8,2,0.952381
NOR,110.021339,0,1,0,0,7,1,1
NOR,93.113736,2,1,0,0,5,0,0.952381
NOR,97.507334,1,0,0,1,1,3,0.947368
NOR,72.386792,2,0,0,0,0,2,0.857143
NOR,85.053258,3,0,0,0,2,2,0.904762
NOR,123.052654,1,0,0,0,6,3,0.809524
NOR,127.658641,1,0,0,0,7,3,0.809524
NOR,120.74966,1,0,0,0,6,3,0.809524
NOR,102.32571,2,1,0,1,7,1,0.904762
NOR,95.416729,0,0,2,1,6,3,0.904762
NOR,89.659245,0,0,1,1,3,3,0.904762
NOR,98.87122,1,0,0,0,3,5,0.809524
NOR,68.932302,8,0,2,0,1,0,0.714286
NOR,98.87122,1,1,0,1,9,1,1
NOR,97.719723,2,0,0,0,2,4,0.809524
NOR,78.144276,3,0,0,0,4,4,0.809524
NOR,91.962239,3,0,0,0,8,4,0.857143
NOR,78.144276,2,0,1,0,11,3,0.857143
NOR,102.457074,0,0,1,0,8,2,0.823529
NOR,103.87087,1,1,1,0,0,1,1
NOR,87.356251,2,0,1,1,0,1,1
NOR,124.204151,1,0,2,1,0,2,0.904762
NOR,120.74966,1,0,1,0,0,2,0.904762
NOR,124.204151,0,1,1,1,0,1,0.952381
NOR,100.022717,0,0,0,0,11,1,0.952381
NOR,96.568226,0,0,3,0,5,2,0.904762
NOR,116.245889,0,1,1,1,1,1,0.933333
NOR,97.507334,1,0,0,1,1,3,0.947368
NOR,72.386792,2,0,0,0,0,2,0.857143
NOR,75.841283,4,0,0,0,0,2,0.904762
NOR,79.295773,1,0,1,0,1,2,0.952381
NOR,111.537685,1,0,1,0,6,2,0.904762
NOR,113.840679,1,0,0,3,5,2,0.952381
NOR,109.234692,1,0,0,3,5,2,0.952381
NOR,118.446666,1,0,1,0,3,3,0.952381
NOR,104.628704,1,0,0,0,10,1,0.952381
NOR,118.446666,1,0,1,0,2,4,0.904762
NOR,103.477207,0,0,1,0,2,2,0.904762
NOR,96.568226,1,1,1,1,2,3,0.952381
NOR,91.962239,1,1,1,1,1,3,0.952381
NOR,75.841283,1,1,0,2,3,2,0.904762
NOR,70.083798,3,0,3,1,2,1,0.952381
NOR,89.659245,3,0,0,3,0,2,1
NOR,73.538289,2,0,1,2,4,1,0.857143
NOR,71.235295,4,0,1,0,4,1,1
NOR,110.386188,1,1,0,2,2,2,0.952381
NOR,87.356251,2,0,0,1,13,0,1
NOR,83.965389,2,0,2,0,0,2,0.941176
NOR,81.569712,2,0,2,0,0,2,0.923077
NOR,81.598767,2,0,1,0,3,1,0.952381
NOR,88.507748,2,0,0,0,8,3,0.857143
NOR,88.507748,2,0,0,0,7,3,0.952381
NOR,90.810742,2,0,0,2,5,1,0.904762
NOR,95.416729,1,0,2,0,7,1,0.952381
NOR,121.901157,2,0,2,1,6,2,0.857143
NOR,123.052654,3,0,0,1,3,3,0.809524
NOR,126.507145,2,0,1,1,2,2,0.904762
NOR,112.689182,0,0,2,1,7,1,0.952381
NOR,109.234692,0,0,1,2,1,4,0.857143
NOR,105.780201,1,0,0,2,1,5,0.761905
NOR,102.32571,1,0,0,2,1,5,0.761905
NOR,100.022717,2,0,0,0,2,6,0.714286
NOR,102.32571,3,0,0,0,1,6,0.714286
NOR,95.416729,4,0,0,0,2,5,0.809524
NOR,86.204754,3,0,0,0,4,4,0.857143
NOR,97.719723,3,0,0,0,4,5,0.809524
NOR,86.204754,2,0,0,0,5,4,0.857143
NOR,73.538289,2,0,0,0,6,4,0.857143
NOR,104.628704,0,0,3,1,6,1,0.952381
NOR,82.750264,1,0,0,0,5,4,0.857143
NOR,82.750264,3,0,0,0,3,3,0.904762
NOR,95.416729,4,0,0,0,2,4,0.857143
NOR,97.719723,5,0,0,0,1,3,0.904762
NOR,83.901761,6,0,1,0,1,3,0.904762
NOR,64.326314,2,2,2,0,0,1,1
NOR,65.477811,3,2,0,0,0,2,0.904762
NOR,54.094206,5,2,0,0,1,2,0.941176
NOR,93.437837,0,0,0,0,4,2,0.95
NOR,86.204754,1,0,0,0,5,2,0.857143
NOR,85.053258,1,1,1,0,5,1,1
NOR,82.750264,1,0,0,0,5,2,0.857143
NOR,104.628704,1,0,1,0,3,2,0.904762
NOR,112.689182,0,1,1,0,2,3,0.714286
NOR,123.052654,0,2,1,0,0,2,0.714286
NOR,67.780805,0,0,3,0,5,1,0.952381
NOR,71.235295,1,0,0,0,10,1,1
NOR,88.507748,2,0,0,1,5,1,0.904762
NOR,112.689182,1,0,1,0,10,2,0.952381
NOR,97.719723,1,1,1,0,12,2,0.904762
NOR,96.900742,0,1,2,0,2,2,0.933333
NOR,98.87122,0,1,1,1,4,0,0.952381
NOR,106.931698,1,0,0,0,1,2,0.904762
NOR,103.477207,1,0,0,0,0,2,0.904762
NOR,74.689786,1,1,1,0,4,2,0.809524
NOR,83.901761,1,1,1,0,5,2,0.952381
NOR,114.006937,0,1,0,0,4,1,1
NOR,109.234692,0,1,0,0,3,3,0.904762
NOR,102.32571,0,2,0,1,4,3,0.904762
NOR,100.022717,0,1,0,1,4,3,0.904762
NOR,98.87122,0,2,0,0,2,2,0.904762
NOR,106.931698,0,1,0,0,1,3,0.857143
NOR,62.02332,0,0,0,1,7,0,0.904762
NOR,110.386188,0,1,0,1,4,2,0.904762
NOR,101.325456,0,1,0,2,6,1,1
NOR,60.871824,0,2,0,0,3,1,0.952381
NOR,130.75475,0,1,0,0,4,1,0.933333
NOR,119.598163,0,1,0,0,8,1,0.952381
NOR,79.295773,2,0,1,2,5,2,0.952381
NOR,87.356251,4,0,1,0,0,3,0.904762
NOR,106.931698,5,0,1,0,0,3,0.857143
NOR,122.694272,2,0,0,0,0,2,0.933333
NOR,58.56883,2,0,0,0,7,1,0.952381
NOR,96.568226,1,0,0,0,13,0,0.809524
NOR,55.516643,0,0,0,1,2,2,0.941176
NOR,57.037603,0,0,0,1,2,2,0.928571
NOR,79.295773,2,0,1,2,5,2,0.952381
NOR,87.356251,4,0,1,0,0,3,0.904762
NOR,106.931698,5,0,1,0,0,3,0.857143
NOR,120.74966,3,0,0,0,1,2,0.904762
NOR,84.003977,5,0,0,0,0,1,0.733333
NOR,91.962239,1,1,0,1,0,1,0.952381
NOR,100.022717,3,0,0,0,0,3,0.857143
NOR,101.325456,3,1,0,0,0,3,0.842105
NOR,108.083195,1,0,0,1,3,0,0.952381
NOR,79.295773,4,0,1,0,2,3,0.809524
NOR,89.659245,1,0,1,0,15,0,0.809524
NOR,105.751146,2,1,0,0,0,3,0.846154
NOR,118.103884,1,0,0,1,2,2,1
NOR,98.87122,2,1,1,0,5,2,0.857143
NOR,104.628704,0,1,1,0,3,2,0.857143
NOR,96.450595,0,1,0,1,0,1,0.846154
NOR,108.083195,0,3,1,1,4,1,1
NOR,76.99278,0,1,0,1,10,1,1
NOR,111.537685,2,2,0,1,1,1,0.857143
NOR,88.128019,1,0,0,0,3,1,1
NOR,90.810742,0,1,0,0,1,1,0.904762
NOR,65.477811,0,1,0,0,10,0,0.952381
NOR,100.022717,0,0,0,0,1,3,0.904762
NOR,108.083195,0,1,0,0,3,3,0.904762
NOR,100.022717,0,1,0,0,6,3,0.857143
NOR,115.35035,1,0,1,1,3,1,1
NOR,86.204754,0,1,2,0,6,1,0.904762
NOR,74.689786,1,4,0,0,9,2,0.952381
NOR,82.750264,1,4,0,0,8,2,0.952381
NOR,100.022717,0,1,0,0,8,2,0.952381
NOR,104.628704,0,0,4,1,11,2,0.952381
NOR,116.143673,1,1,1,0,3,1,0.952381
NOR,67.780805,0,0,0,0,9,0,0.857143
NOR,124.873702,0,2,1,0,3,1,0.9
NOR,118.828343,1,0,1,2,4,1,1
NOR,89.659245,1,1,1,0,1,1,0.904762
NOR,103.477207,1,0,0,0,8,2,0.904762
NOR,75.841283,1,0,0,0,9,3,0.904762
NOR,59.720327,1,0,0,0,10,3,0.904762
NOR,52.811346,0,0,1,0,6,4,0.857143
NOR,82.750264,0,1,2,0,3,4,0.857143
NOR,87.356251,0,1,1,0,4,3,0.904762
NOR,92.359283,0,1,1,0,5,1,1
NOR,70.083798,0,0,0,1,9,0,1
NOR,80.44727,4,1,1,0,3,5,0.952381
NOR,104.96122,0,1,1,0,3,2,0.933333
NOR,112.782985,0,1,3,0,4,2,0.95
NOR,89.659245,1,0,0,1,8,3,0.857143
NOR,91.962239,1,0,0,1,7,3,0.857143
NOR,116.245889,0,0,0,0,4,3,0.866667
NOR,87.392479,3,0,1,1,0,2,0.85
NOR,98.87122,2,0,1,1,3,3,0.857143
NOR,87.356251,1,0,1,1,5,2,0.952381
NOR,88.507748,1,1,1,0,3,4,0.904762
NOR,95.416729,4,0,0,1,8,0,1
NOR,90.810742,1,1,1,0,2,4,0.904762
NOR,89.659245,1,3,1,0,1,4,0.904762
NOR,112.689182,1,2,0,0,1,4,0.714286
NOR,121.901157,1,2,0,0,1,4,0.666667
NOR,119.598163,1,2,0,0,1,4,0.619048
NOR,119.598163,1,1,0,0,2,4,0.619048
NOR,95.416729,1,0,0,0,3,2,0.809524
NOR,100.022717,1,0,0,0,2,2,0.857143
NOR,94.265232,1,0,0,0,3,2,0.952381
NOR,93.113736,1,0,0,0,2,2,0.952381
NOR,82.750264,0,1,1,0,2,1,1
NOR,105.780201,0,0,0,0,2,3,0.761905
NOR,111.537685,0,0,1,0,0,5,0.666667
NOR,120.74966,0,0,2,0,1,6,0.666667
NOR,111.537685,0,0,2,0,1,5,0.761905
NOR,117.29517,0,0,2,0,2,5,0.761905
NOR,104.628704,1,1,2,0,2,4,0.857143
NOR,88.507748,3,1,0,0,3,1,1
NOR,88.507748,1,0,1,0,4,3,0.952381
NOR,94.265232,1,0,1,0,4,3,0.952381
NOR,117.29517,0,0,0,0,8,3,0.809524
NOR,59.720327,1,0,0,0,12,1,1
NOR,112.689182,0,0,0,0,7,2,0.857143
NOR,108.083195,2,0,0,0,7,2,0.904762
NOR,121.901157,1,0,0,0,8,3,0.809524
NOR,119.598163,0,0,0,0,7,3,0.904762
NOR,114.992176,0,0,0,0,5,3,0.857143
NOR,100.022717,0,0,0,0,4,5,0.714286
NOR,102.32571,0,0,0,1,5,5,0.761905
NOR,101.174214,0,1,0,2,5,5,0.809524
NOR,105.780201,0,1,0,2,5,6,0.761905
NOR,105.780201,1,1,0,2,6,5,0.809524
NOR,99.483196,2,0,1,0,5,3,0.95
NOR,127.658641,1,1,0,3,6,8,0.666667
NOR,124.204151,1,1,0,3,6,6,0.761905
NOR,119.598163,1,1,0,3,6,6,0.761905
NOR,121.901157,1,1,0,3,7,6,0.761905
NOR,129.961635,1,1,0,2,7,6,0.761905
NOR,124.204151,1,0,0,1,7,6,0.761905
NOR,109.234692,0,1,0,0,7,2,0.904762
NOR,105.780201,0,1,0,0,4,4,0.761905
NOR,92.512329,0,0,0,0,4,3,0.833333
NOR,93.309754,0,0,0,0,4,3,0.785714
NOR,98.512837,1,0,0,0,2,0,0.933333
NOR,78.144276,3,0,1,0,8,1,0.952381
NOR,114.036698,0,0,1,0,0,2,0.928571
NOR,104.45,0,0,1,0,0,2,0.9375
NOR,89.659245,0,2,2,1,1,1,0.952381
NOR,110.386188,5,0,1,1,2,1,0.952381
NOR,111.537685,1,0,1,0,0,2,0.857143
NOR,103.477207,2,0,1,0,0,2,0.904762
NOR,118.081817,0,0,0,0,4,1,1
NOR,134.546275,1,0,0,0,4,2,0.95
NOR,121.901157,1,0,0,0,8,3,0.809524
NOR,88.598385,2,0,0,0,2,0,0.947368
NOR,119.598163,0,0,0,0,7,3,0.904762
NOR,114.992176,0,0,0,0,5,3,0.857143
NOR,100.022717,0,0,0,0,4,5,0.714286
NOR,102.32571,0,0,0,1,5,5,0.761905
NOR,101.174214,0,1,0,2,5,5,0.809524
NOR,105.780201,0,1,0,2,5,6,0.761905
NOR,105.780201,1,1,0,2,6,5,0.809524
NOR,127.658641,1,1,0,3,6,8,0.666667
NOR,124.204151,1,1,0,3,6,6,0.761905
NOR,119.598163,1,1,0,3,6,6,0.761905
NOR,74.689786,3,0,1,0,1,3,0.952381
NOR,95.416729,1,1,0,1,7,1,0.952381
NOR,121.901157,1,1,0,3,7,6,0.761905
NOR,129.961635,1,1,0,2,7,6,0.761905
NOR,124.204151,1,0,0,1,7,6,0.761905
NOR,109.234692,0,1,0,0,7,2,0.904762
NOR,105.780201,0,1,0,0,4,4,0.761905
NOR,87.356251,0,0,0,0,4,3,0.857143
NOR,96.568226,1,0,0,0,4,3,0.857143
NOR,73.538289,1,0,1,0,12,1,0.952381
NOR,97.507334,5,1,0,0,6,2,0.947368
NOR,113.021698,1,0,0,1,1,3,0.866667
NOR,104.628704,1,1,1,0,3,1,0.904762
NOR,109.234692,1,0,1,1,1,4,0.904762
NOR,110.386188,3,0,1,1,1,4,0.857143
NOR,103.477207,2,0,1,0,1,3,0.904762
NOR,93.113736,1,0,1,1,5,2,0.857143
NOR,90.810742,1,1,1,0,7,2,0.904762
NOR,109.976698,0,0,0,0,3,1,1
NOR,91.077576,2,0,0,1,1,1,0.941176
NOR,106.931698,0,0,0,1,3,3,0.952381
NOR,94.265232,0,0,0,0,5,3,0.904762
NOR,111.537685,0,1,0,1,4,1,0.952381
NOR,81.598767,1,1,1,0,6,0,0.952381
NOR,101.174214,1,1,1,1,4,2,0.904762
NOR,112.689182,1,2,1,1,4,4,0.761905
NOR,106.416284,0,2,1,0,4,3,0.842105
NOR,122.586075,0,2,1,0,3,3,0.8125
NOR,110.386188,3,1,0,0,8,2,0.952381
NOR,91.962239,3,0,0,0,11,2,0.904762
NOR,78.144276,3,0,1,0,8,1,0.952381
NOR,125.701508,0,0,2,0,1,3,0.857143
NOR,116.143673,0,0,0,0,0,3,0.904762
NOR,112.689182,1,0,0,0,0,3,0.857143
NOR,52.811346,2,0,1,2,6,1,1
NOR,128.157415,1,0,0,0,0,1,1
NOR,88.601551,1,0,0,0,3,3,0.9
NOR,57.417333,2,0,0,0,5,2,0.952381
NOR,66.629308,1,0,1,0,3,2,0.904762
NOR,108.083195,1,0,1,2,1,5,0.857143
NOR,106.931698,3,0,1,2,1,4,0.904762
NOR,109.234692,3,0,1,2,0,6,0.857143
NOR,104.628704,4,1,0,2,0,6,0.857143
NOR,90.810742,2,2,0,0,0,5,0.904762
NOR,79.295773,0,0,1,0,4,2,0.809524
NOR,74.310056,3,1,1,0,3,0,1
NOR,80.44727,2,0,1,0,4,3,0.857143
NOR,88.507748,4,0,1,0,5,3,0.809524
NOR,88.507748,6,0,0,0,4,2,0.857143
NOR,136.595569,1,2,0,0,1,2,0.941176
NOR,112.689182,1,2,0,0,3,3,0.952381
NOR,73.538289,2,0,1,0,8,3,0.904762
NOR,79.295773,2,0,1,0,13,2,0.952381
NOR,108.083195,1,0,0,0,15,1,0.952381
NOR,114.036698,0,0,1,0,0,2,0.928571
NOR,104.45,0,0,1,0,0,2,0.9375
NOR,75.04796,0,0,0,0,1,1,0.888889
NOR,89.659245,0,2,2,1,1,1,0.952381
NOR,110.386188,5,0,1,1,2,1,0.952381
NOR,111.537685,1,0,1,0,0,2,0.857143
NOR,103.477207,2,0,1,0,0,2,0.904762
NOR,68.932302,1,0,1,0,2,1,0.952381
NOR,104.96122,0,1,1,0,3,2,0.933333
NOR,112.782985,0,1,3,0,4,2,0.95
NOR,89.659245,1,0,0,1,8,3,0.857143
NOR,91.962239,1,0,0,1,7,3,0.857143
NOR,104.628704,0,1,0,0,4,3,0.904762
NOR,98.87122,0,0,1,0,10,1,0.904762
NOR,96.568226,0,0,0,0,6,1,0.952381
NOR,88.507748,4,1,0,0,2,1,0.952381
NOR,88.507748,3,1,0,0,5,3,0.761905
NOR,90.810742,1,0,0,0,5,3,0.714286
NOR,104.628704,1,0,0,0,5,4,0.619048
NOR,108.083195,0,0,0,0,3,2,0.904762
NOR,91.077576,2,0,0,1,1,1,0.941176
NOR,104.628704,0,0,0,1,3,2,1
NOR,97.719723,1,0,0,0,1,1,0.952381
NOR,75.841283,2,1,1,0,6,3,0.761905
NOR,96.568226,1,1,0,1,0,2,0.952381
NOR,70.083798,2,1,1,0,7,3,0.761905
NOR,64.326314,2,1,1,0,7,3,0.714286
NOR,106.931698,0,1,0,1,1,4,0.809524
NOR,118.446666,0,1,0,1,1,5,0.666667
NOR,121.901157,0,1,0,1,0,6,0.619048
NOR,112.689182,1,1,0,1,0,6,0.571429
NOR,95.416729,2,1,0,1,0,5,0.619048
NOR,90.810742,3,1,0,0,1,4,0.666667
NOR,94.265232,2,0,0,0,4,3,0.857143
NOR,100.022717,0,0,1,0,8,3,0.714286
NOR,90.810742,1,1,0,1,0,1,0.952381
NOR,97.719723,1,0,1,0,7,3,0.761905
NOR,88.507748,4,1,0,0,2,1,0.952381
NOR,86.204754,3,1,0,0,5,3,0.761905
NOR,94.265232,1,1,0,0,6,3,0.761905
NOR,96.568226,1,1,0,0,8,3,0.714286
NOR,98.512837,0,0,0,0,1,3,0.933333
NOR,96.234627,2,0,0,0,1,3,0.947368
NOR,98.87122,1,0,0,0,0,1,0.904762
NOR,112.689182,1,1,0,0,0,1,0.952381
NOR,118.081817,0,0,0,0,4,1,1
NOR,103.477207,1,1,0,2,0,1,1
NOR,108.083195,2,0,0,0,7,2,0.904762
NOR,121.901157,1,0,0,0,8,3,0.809524
NOR,119.598163,0,0,0,0,7,3,0.904762
NOR,114.992176,0,0,0,0,5,3,0.857143
NOR,100.022717,0,0,0,0,4,5,0.714286
NOR,102.32571,0,0,0,1,5,5,0.761905
NOR,101.174214,0,1,0,2,5,5,0.809524
NOR,105.780201,0,1,0,2,5,6,0.761905
NOR,105.780201,1,1,0,2,6,5,0.809524
NOR,127.658641,1,1,0,3,6,8,0.666667
NOR,109.234692,0,1,2,1,2,0,0.904762
NOR,87.356251,1,1,3,1,1,3,0.904762
NOR,124.204151,1,1,0,3,6,6,0.761905
NOR,119.598163,1,1,0,3,6,6,0.761905
NOR,121.901157,1,1,0,3,7,6,0.761905
NOR,129.961635,1,1,0,2,7,6,0.761905
NOR,124.204151,1,0,0,1,7,6,0.761905
NOR,109.234692,0,1,0,0,7,2,0.904762
NOR,105.780201,0,1,0,0,4,4,0.761905
NOR,98.87122,0,0,0,0,7,3,0.809524
NOR,106.931698,0,0,0,0,9,5,0.761905
NOR,91.019694,0,1,0,0,4,2,1
NOR,72.386792,3,0,2,0,11,1,0.952381
NOR,93.92245,1,0,0,0,8,1,0.882353
NOR,91.077576,0,0,0,0,0,3,0.823529
NOR,84.780264,0,1,0,0,7,1,0.789474
NOR,80.44727,0,1,0,0,11,2,0.761905
NOR,104.628704,0,0,0,1,5,3,1
NOR,116.143673,0,0,0,0,6,2,1
NOR,48.401377,2,0,2,0,3,2,0.785714
NOR,67.780805,2,1,2,0,4,4,0.761905
NOR,72.386792,2,1,2,0,3,3,0.809524
NOR,90.810742,2,1,0,0,6,3,0.904762
NOR,93.113736,1,0,0,1,8,1,1
NOR,70.083798,2,0,3,1,8,2,0.904762
NOR,104.628704,0,1,2,0,1,2,0.904762
NOR,74.689786,0,0,1,1,5,3,0.904762
NOR,85.053258,0,1,0,0,4,3,0.904762
NOR,81.598767,0,1,0,0,3,4,0.857143
NOR,103.477207,1,2,0,0,1,4,0.952381
NOR,86.204754,3,1,0,2,1,3,0.857143
NOR,80.44727,4,1,0,2,1,3,0.857143
NOR,138.218132,0,0,1,1,6,4,0.857143
NOR,122.455558,0,0,1,1,8,4,0.9
NOR,62.02332,0,0,0,1,7,0,0.904762
NOR,86.204754,0,0,0,0,7,2,0.952381
NOR,89.659245,0,0,0,0,6,3,0.904762
NOR,106.931698,0,0,0,0,8,3,0.904762
NOR,112.689182,0,1,0,0,9,2,0.952381
NOR,115.051698,0,0,0,1,0,1,1
NOR,87.356251,0,1,0,0,1,2,0.952381
NOR,100.022717,0,1,0,0,5,2,0.952381
NOR,112.689182,0,0,0,0,10,3,0.952381
NOR,110.386188,0,0,0,0,11,3,0.952381
NOR,120.74966,0,0,0,1,6,1,0.857143
NOR,96.568226,1,0,0,0,13,0,0.809524
NOR,93.113736,1,0,0,0,10,2,0.857143
NOR,96.568226,1,0,0,0,11,2,0.952381
NOR,98.49149,0,0,0,1,0,1,0.928571
NOR,85.053258,2,0,0,0,1,2,1
NOR,106.573316,1,0,0,0,0,1,1
NOR,103.349124,0,1,0,0,2,2,0.866667
NOR,103.879511,0,1,0,0,2,3,0.823529
NOR,109.234692,1,1,2,0,1,3,0.904762
NOR,111.537685,1,1,2,0,1,3,0.904762
NOR,104.628704,2,1,3,0,2,3,0.857143
NOR,89.659245,1,0,1,0,15,0,0.809524
NOR,106.931698,1,1,1,1,1,2,0.904762
NOR,97.719723,1,2,1,1,0,1,0.857143
NOR,133.036396,0,0,0,0,3,4,0.857143
NOR,120.74966,0,0,0,0,5,6,0.809524
NOR,113.840679,0,0,0,0,8,5,0.857143
NOR,119.598163,0,0,0,0,10,5,0.809524
NOR,110.386188,0,0,0,1,11,4,0.857143
NOR,104.628704,0,0,0,1,11,3,0.904762
NOR,93.113736,0,0,0,0,13,1,0.952381
NOR,94.265232,1,0,0,1,12,3,0.904762
NOR,65.477811,0,1,0,0,10,0,0.952381
NOR,105.780201,1,0,0,1,10,3,0.904762
NOR,90.810742,1,1,0,1,6,2,0.952381
NOR,90.810742,1,1,0,1,4,2,0.952381
NOR,85.053258,2,0,0,1,11,2,0.952381
NOR,72.386792,3,0,0,0,11,2,0.904762
NOR,113.840679,1,0,1,1,7,1,1
NOR,103.477207,0,0,1,0,7,3,0.857143
NOR,103.477207,0,0,1,0,6,4,0.809524
NOR,101.174214,2,1,0,0,5,5,0.904762
NOR,104.628704,3,1,0,0,4,4,0.904762
NOR,67.780805,0,0,0,0,9,0,0.857143
NOR,120.74966,2,1,0,0,3,5,0.761905
NOR,118.446666,2,1,0,0,3,5,0.714286
NOR,114.992176,2,0,0,0,3,5,0.714286
NOR,108.083195,1,0,0,0,2,5,0.714286
NOR,101.174214,1,1,0,1,2,4,0.809524
NOR,86.313924,1,1,1,1,3,3,0.9375
NOR,88.507748,0,0,2,0,12,1,1
NOR,97.719723,1,0,0,0,7,1,0.952381
NOR,109.234692,1,0,0,0,8,2,0.904762
NOR,102.32571,1,0,0,0,7,2,0.952381
NOR,71.235295,0,0,0,1,8,0,0.952381
