@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R25,50'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute uniqueTags numeric
@attribute /CD numeric
@attribute /DT numeric
@attribute /DTJJ numeric
@attribute /DTJJR numeric
@attribute /DTNN numeric
@attribute /DTNNP numeric
@attribute /DTNNS numeric
@attribute /IN numeric
@attribute /JJ numeric
@attribute /NN numeric
@attribute /NNP numeric
@attribute /NNS numeric
@attribute /NOUN numeric
@attribute /PRP numeric
@attribute /RB numeric
@attribute /RP numeric
@attribute /UH numeric
@attribute /VBD numeric
@attribute /VBN numeric
@attribute /VBP numeric
@attribute /WP numeric
@attribute /WRB numeric
@attribute pureMSA numeric
@attribute pureEGY numeric
@attribute pureGLF numeric
@attribute pureLAV numeric
@attribute pureNOR numeric
@attribute MSAEGY numeric
@attribute MSAGLF numeric
@attribute MSALAV numeric
@attribute MSANOR numeric
@attribute Adverbials numeric
@attribute Adverbs numeric
@attribute ConjSub numeric
@attribute Conjunctions numeric
@attribute Demonstratives numeric
@attribute Modals numeric
@attribute Negation numeric
@attribute Particles numeric
@attribute Prepositionals numeric
@attribute Prepositions numeric
@attribute Pronoun numeric
@attribute Quantitives numeric
@attribute QuestionWords numeric
@attribute Relatives numeric
@attribute StopWords numeric

@data
MSA,3,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MSA,3,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MSA,5,0,0,1,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3
MSA,8,0,0,1,0,2,1,0,1,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,7,9,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,9,0,0,0,0,1,0,1,1,0,1,2,1,0,1,0,1,0,0,0,6,0,0,5,2,1,2,0,5,4,7,4,0,0,0,3,0,0,1,0,0,1,1,0,0,0,3
MSA,15,0,1,0,0,3,0,5,7,1,14,16,3,3,1,0,5,1,8,0,7,1,0,16,1,9,1,2,49,53,59,39,0,0,0,2,1,1,1,1,0,5,1,3,2,3,18
MSA,12,1,1,3,0,5,0,2,4,0,9,1,1,2,0,0,1,0,0,0,3,0,0,3,1,2,4,1,25,23,30,17,0,0,0,2,1,0,1,0,3,3,0,1,0,0,10
MSA,13,6,0,1,0,4,0,1,4,1,16,3,0,1,1,0,0,0,3,2,0,0,1,13,0,1,0,1,30,24,25,20,0,0,1,0,0,0,0,2,3,4,1,1,2,2,11
MSA,5,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
MSA,5,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,3,4,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
MSA,8,1,1,2,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7,7,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,7,1,0,2,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,6,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
MSA,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,3,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2
MSA,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
MSA,6,0,0,0,0,2,1,0,2,0,6,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,12,11,12,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MSA,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSA,6,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,1,0,1,0,0,0,2,0,1,0,7,7,7,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2
MSA,8,0,0,1,0,3,0,0,0,1,11,4,0,0,0,0,0,0,2,0,1,1,0,19,1,0,0,0,11,6,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
MSA,7,0,0,3,0,2,0,0,0,0,4,1,0,0,0,0,1,0,0,1,1,0,0,3,2,0,0,0,8,6,7,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
MSA,10,0,0,6,0,5,0,1,2,5,11,0,1,0,0,0,0,0,0,1,1,1,0,25,1,1,3,1,15,13,17,14,0,0,0,0,0,0,0,2,1,3,0,0,1,2,6
MSA,7,0,0,2,0,3,0,0,3,5,12,3,0,0,0,0,0,0,0,0,2,0,0,17,2,1,1,1,18,11,14,10,0,0,0,0,0,0,0,1,1,3,0,0,1,1,6
MSA,6,0,0,0,0,3,0,0,3,2,12,1,0,0,0,0,0,0,0,0,1,0,0,5,5,1,3,1,13,10,11,9,0,0,0,0,0,0,0,0,2,3,0,0,2,2,4
MSA,14,0,0,10,0,16,0,2,13,3,32,7,3,1,0,0,2,0,2,1,3,1,0,52,4,3,0,1,61,51,55,46,0,0,0,4,0,0,2,2,1,11,0,2,4,4,28
MSA,6,0,0,0,0,3,0,0,2,3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,11,10,12,10,0,1,0,2,0,0,0,0,0,1,0,0,1,1,6
MSA,9,0,0,1,0,4,0,1,3,0,9,1,0,0,0,0,0,0,2,0,2,2,0,7,2,2,0,0,18,16,15,12,0,0,0,1,0,0,0,0,0,3,0,0,1,3,7
MSA,14,0,1,5,0,7,0,1,4,0,11,2,0,0,1,1,2,0,2,0,3,1,1,9,4,2,0,1,35,27,26,29,0,0,1,1,1,0,2,1,3,2,1,0,2,2,15
MSA,6,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,5,4,4,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
MSA,9,0,0,2,0,7,0,1,4,0,5,3,0,0,0,0,1,0,2,0,1,0,0,4,1,1,2,1,16,16,23,11,0,0,0,1,0,0,1,0,1,3,0,0,1,0,5
MSA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
MSA,8,0,0,2,0,2,0,1,1,4,5,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,10,5,7,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4
MSA,6,0,0,0,0,1,0,0,1,4,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,13,12,12,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
MSA,14,0,0,4,0,8,1,1,5,6,23,2,1,2,0,0,1,0,2,1,5,0,0,15,0,2,2,2,48,35,41,31,0,0,0,1,0,0,1,3,0,4,1,2,2,1,10
MSA,6,0,0,2,0,4,0,2,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,9,8,10,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MSA,5,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
MSA,6,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,5,6,5,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4
MSA,4,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
MSA,9,0,1,0,0,1,0,0,0,0,3,3,0,1,0,0,0,1,1,0,1,1,0,2,0,1,1,0,8,8,8,6,0,0,0,0,1,1,0,1,0,0,0,1,0,1,4
MSA,6,0,0,2,0,3,0,0,2,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,4,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,12,0,0,2,0,8,1,0,0,1,11,2,1,1,0,0,1,0,2,0,3,3,0,10,1,0,2,0,21,18,25,10,0,0,0,0,0,0,0,1,0,0,0,1,0,2,5
MSA,7,0,0,0,0,2,0,0,3,0,6,0,2,0,1,0,1,0,0,0,2,0,0,2,0,0,0,1,14,12,11,10,0,0,0,0,0,0,0,0,0,2,1,0,1,1,3
MSA,7,0,0,1,0,3,0,0,1,1,3,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,2,10,7,8,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
MSA,13,0,1,4,0,6,1,2,8,3,16,1,0,0,0,0,0,0,4,0,2,1,1,22,1,3,1,0,35,24,32,30,0,0,1,0,1,0,0,3,1,8,0,0,3,3,15
MSA,4,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,2,5,5,5,3,0,0,0,2,0,0,2,0,1,0,0,0,0,0,3
MSA,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,13,1,0,2,0,5,0,1,5,2,34,13,1,0,1,0,0,0,1,0,9,2,0,40,1,1,2,0,39,34,36,33,0,0,0,1,0,0,0,2,1,4,1,0,0,2,15
MSA,8,0,0,1,0,2,0,1,1,0,2,8,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,13,12,13,9,0,0,0,3,0,1,0,1,0,1,0,0,0,0,2
MSA,8,0,0,0,0,5,0,0,1,2,15,0,0,0,0,2,0,0,2,0,4,2,0,17,1,0,0,0,18,15,19,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
MSA,13,0,1,1,0,5,0,1,1,4,13,2,2,0,0,0,2,0,3,0,2,0,1,19,6,1,2,1,23,18,20,13,0,0,0,0,1,0,0,0,2,2,0,0,1,1,6
MSA,8,0,0,0,0,2,0,0,2,2,9,1,0,0,1,0,0,0,0,0,3,1,0,4,2,1,0,0,14,11,12,10,0,0,0,4,0,0,0,0,0,1,1,0,1,2,5
MSA,13,2,3,2,0,9,1,3,7,3,23,7,0,0,0,0,1,0,3,0,1,0,0,14,4,5,2,3,47,43,52,33,0,0,0,1,3,0,0,0,2,5,0,0,2,2,11
MSA,8,0,0,0,0,1,0,0,1,1,7,3,2,0,2,0,0,0,1,0,0,0,0,4,0,0,1,0,9,7,7,6,0,0,0,0,0,0,0,1,0,1,2,0,0,0,6
MSA,10,0,0,2,0,3,1,3,3,2,4,3,1,0,0,0,0,0,1,0,0,0,0,11,0,1,2,0,15,13,14,9,0,1,0,0,0,0,0,0,0,3,0,0,0,0,4
MSA,11,0,0,3,0,4,0,2,2,3,8,0,0,0,1,0,0,0,2,0,1,1,1,5,0,0,1,1,22,16,18,15,0,0,1,0,0,0,0,2,2,2,1,0,0,1,7
MSA,8,0,0,1,0,5,0,2,2,0,14,6,0,0,0,0,0,0,3,0,7,0,0,15,0,2,1,1,23,23,24,22,0,0,0,0,0,0,0,3,2,2,0,0,0,0,4
MSA,10,0,0,1,0,4,0,0,1,0,6,4,0,0,0,0,4,0,1,1,4,0,3,7,1,0,0,0,21,19,16,17,0,0,0,3,0,0,4,1,0,1,0,0,4,0,8
MSA,9,0,1,1,0,3,0,1,1,0,4,0,0,0,0,0,2,0,0,0,2,1,0,4,0,1,1,0,13,10,12,8,0,0,0,0,1,0,1,0,0,1,0,0,1,1,4
MSA,6,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,1,0,0,0,0,1,0,1,1,0,4
MSA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,13,0,1,4,0,5,0,0,5,3,17,8,1,0,1,0,1,0,4,0,2,1,0,14,2,0,5,1,36,31,37,23,0,0,0,1,1,1,1,1,0,5,1,0,3,3,11
MSA,5,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,0,0,0,0,1,2,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,7,5,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MSA,11,0,0,1,0,1,0,2,1,1,3,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,12,13,13,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2
MSA,7,0,0,0,0,2,0,0,1,2,5,3,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,0,10,11,12,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
MSA,15,0,2,1,0,6,1,0,3,3,12,1,3,1,1,0,2,0,2,0,1,1,0,10,1,0,1,0,31,29,33,24,0,0,0,6,2,0,1,1,1,1,1,1,0,1,11
MSA,7,0,0,0,0,1,0,2,1,2,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,3,0,7,9,11,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2
MSA,9,1,0,2,0,3,1,0,2,2,9,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,17,17,20,13,0,0,0,2,0,0,0,1,1,0,0,0,0,0,4
MSA,7,0,0,1,0,2,1,0,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0,1,1,2,2,0,6,6,8,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
MSA,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MSA,6,0,0,1,0,2,0,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,3,5,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MSA,9,1,0,2,0,2,0,2,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,5,0,2,1,1,10,11,13,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MSA,5,0,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
MSA,7,0,1,0,0,3,2,0,2,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,13,10,13,8,0,0,0,0,1,0,0,0,0,2,0,0,1,1,3
MSA,4,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,6,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSA,6,0,0,0,0,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,2,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MSA,5,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,6,14,0,0,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,6,5,0,0,0,2,0,0,0,0,0,1,1,0,0,0,3
MSA,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,11,0,0,1,0,1,0,1,2,0,0,4,2,1,0,0,1,0,2,0,1,1,0,1,1,3,2,0,10,11,12,9,0,0,0,2,0,0,0,2,0,2,0,1,1,0,6
MSA,7,1,0,0,0,1,0,0,2,1,6,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,11,11,12,9,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3
MSA,6,1,0,1,0,2,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,5,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,5,3,0,0,0,0,1,0,0,0,0,1,0,1,1,1,3
MSA,5,0,0,0,0,2,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,4,6,7,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3
MSA,10,0,0,3,0,5,0,0,3,1,5,1,0,0,0,0,1,0,2,0,2,1,0,3,0,0,3,3,17,14,18,13,0,0,0,4,0,0,1,0,0,0,0,0,0,1,3
MSA,13,0,1,0,0,10,1,1,10,2,17,6,0,1,0,0,3,0,3,0,9,1,0,22,2,3,0,4,39,35,39,29,0,0,0,7,1,0,3,0,0,5,0,0,2,4,12
MSA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MSA,11,0,0,3,0,4,1,0,2,0,2,6,0,1,0,0,1,0,1,0,2,1,0,5,1,0,1,1,18,19,19,10,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3
MSA,9,1,0,3,0,4,0,0,3,0,4,3,0,0,0,0,1,0,1,0,1,0,0,5,0,0,1,1,12,12,15,9,0,0,0,0,0,0,0,0,1,3,0,0,0,1,4
MSA,11,0,1,4,0,5,1,0,4,2,8,5,0,0,0,0,2,0,2,0,4,0,0,9,0,2,4,1,20,24,28,20,0,0,0,0,1,0,1,0,0,3,0,0,3,2,5
MSA,7,0,0,0,0,2,2,0,0,0,7,3,0,0,0,0,2,0,2,0,0,1,0,0,0,1,2,0,11,11,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MSA,7,1,0,0,0,2,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,1,2,3
MSA,7,0,0,1,0,2,2,0,2,0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,10,17,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
MSA,6,0,0,0,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,6,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,10,0,2,0,0,5,0,0,6,0,15,3,0,2,0,0,1,0,5,0,3,1,0,6,0,0,0,1,34,32,34,29,0,0,0,2,2,0,1,0,3,5,0,2,1,2,14
MSA,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
MSA,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,9,0,0,1,0,2,0,3,3,3,8,2,0,0,0,0,0,0,1,0,3,0,0,9,1,1,1,2,17,11,14,9,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3
MSA,8,0,0,1,0,3,0,0,2,0,6,0,0,1,0,0,1,0,1,0,1,0,0,1,0,2,2,0,11,10,13,7,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3
MSA,11,0,1,1,0,6,0,0,3,2,9,0,1,0,0,0,1,0,3,0,2,2,0,7,0,0,2,0,19,19,21,15,0,0,0,0,1,0,0,1,0,3,0,0,2,3,7
MSA,12,4,0,2,0,4,0,1,2,1,7,5,0,1,1,0,0,0,0,0,2,1,0,7,6,2,0,0,26,21,19,19,0,0,0,1,0,0,0,0,0,2,1,1,0,1,7
MSA,7,1,0,0,0,1,0,0,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,6,5,6,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2
MSA,10,1,0,0,0,1,0,0,3,1,9,1,0,0,0,0,1,0,2,0,2,0,1,1,1,1,2,1,15,11,15,9,0,0,0,3,0,0,1,0,0,3,0,0,2,1,5
MSA,11,0,1,2,0,7,0,0,4,3,14,0,1,1,0,0,2,0,3,0,1,0,0,11,0,1,0,1,25,24,26,20,0,0,0,1,1,0,1,1,1,3,0,1,2,2,9
MSA,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
MSA,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,8,0,0,2,0,3,0,0,2,1,7,6,0,0,1,0,0,0,0,0,5,0,0,8,0,1,0,1,20,16,18,16,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
MSA,8,0,0,1,0,2,1,0,2,0,7,3,1,0,0,0,0,0,1,0,0,0,0,5,1,1,0,1,8,8,10,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3
MSA,5,0,0,1,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
MSA,7,0,0,0,0,4,0,0,1,3,6,1,1,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,8,5,7,5,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1
MSA,11,0,0,3,0,3,0,1,6,1,8,3,1,0,0,0,0,0,1,0,2,0,1,4,0,1,2,1,21,21,24,18,0,0,0,0,0,0,0,0,0,4,0,0,2,2,5
MSA,8,1,0,0,0,2,0,0,2,0,6,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,9,7,11,5,0,0,0,0,0,0,0,0,1,3,0,0,0,1,4
MSA,6,0,0,0,0,3,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,5,3,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
MSA,6,0,0,0,0,3,0,1,0,0,9,1,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,3,7,6,5,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
MSA,3,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MSA,9,0,0,2,0,3,0,1,3,2,10,2,0,0,0,0,0,0,0,0,5,1,0,10,0,2,2,0,20,16,20,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
MSA,12,0,0,6,1,6,0,0,6,1,14,8,1,0,0,0,1,0,1,0,5,1,0,19,2,1,2,3,33,31,33,26,0,0,0,0,0,0,0,0,1,5,0,0,1,2,11
MSA,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSA,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4
MSA,5,0,1,0,0,1,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,6,6,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3
MSA,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MSA,6,1,0,0,0,3,0,0,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,9,11,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
MSA,11,0,0,0,0,1,0,0,2,0,7,1,0,1,1,0,1,0,1,1,3,0,1,1,0,0,0,0,11,9,11,9,0,0,0,1,0,0,1,0,0,1,1,0,2,1,3
MSA,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MSA,4,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSA,3,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
MSA,4,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MSA,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSA,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
